2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
2e-12,0
0,0
