3.3919e-07,8.3291e-05,-1.6539e-09,-4.7906e-09
0.0011277,0.27686,-5.4992e-06,-1.5928e-05
3.3995e-07,8.2449e-05,-1.658e-09,-4.8025e-09
0.0011302,0.27407,-5.5128e-06,-1.5968e-05
3.4063e-07,8.1608e-05,-1.6621e-09,-4.8144e-09
0.0011325,0.27127,-5.5264e-06,-1.6007e-05
3.4122e-07,8.0768e-05,-1.6662e-09,-4.8261e-09
0.0011344,0.26847,-5.5399e-06,-1.6046e-05
3.4173e-07,7.9927e-05,-1.6702e-09,-4.8378e-09
0.0011361,0.26568,-5.5532e-06,-1.6085e-05
3.4216e-07,7.9088e-05,-1.6742e-09,-4.8493e-09
0.0011375,0.26289,-5.5664e-06,-1.6123e-05
3.4251e-07,7.8249e-05,-1.6781e-09,-4.8605e-09
0.0011387,0.2601,-5.5793e-06,-1.616e-05
3.4277e-07,7.741e-05,-1.682e-09,-4.8716e-09
0.0011395,0.25731,-5.592e-06,-1.6196e-05
3.4295e-07,7.6572e-05,-1.6857e-09,-4.8823e-09
0.0011401,0.25452,-5.6044e-06,-1.6232e-05
3.4305e-07,7.5735e-05,-1.6893e-09,-4.8927e-09
0.0011404,0.25174,-5.6163e-06,-1.6266e-05
3.4307e-07,7.4897e-05,-1.6928e-09,-4.9027e-09
0.0011405,0.24895,-5.6279e-06,-1.63e-05
3.43e-07,7.4061e-05,-1.6962e-09,-4.9123e-09
0.0011403,0.24617,-5.6391e-06,-1.6331e-05
3.4285e-07,7.3224e-05,-1.6994e-09,-4.9215e-09
0.0011398,0.24339,-5.6497e-06,-1.6362e-05
3.4262e-07,7.2389e-05,-1.7024e-09,-4.9301e-09
0.001139,0.24061,-5.6598e-06,-1.639e-05
3.4231e-07,7.1553e-05,-1.7053e-09,-4.9382e-09
0.0011379,0.23783,-5.6693e-06,-1.6417e-05
3.4192e-07,7.0718e-05,-1.708e-09,-4.9458e-09
0.0011366,0.23506,-5.6782e-06,-1.6442e-05
3.4144e-07,6.9884e-05,-1.7105e-09,-4.9527e-09
0.001135,0.23228,-5.6864e-06,-1.6465e-05
3.4088e-07,6.905e-05,-1.7127e-09,-4.959e-09
0.0011331,0.22951,-5.6939e-06,-1.6486e-05
3.4024e-07,6.8216e-05,-1.7148e-09,-4.9646e-09
