-0.99982,0.00079847,0.00017032,0.00052506
-0.99964,0.0015948,0.00033943,0.0010451
-0.99946,0.0023891,0.00050734,0.0015601
-0.99928,0.0031812,0.00067405,0.0020702
-0.9991,0.0039712,0.00083958,0.0025754
-0.99892,0.0047591,0.0010039,0.0030757
-0.99874,0.005545,0.0011671,0.0035712
-0.99856,0.0063287,0.0013291,0.0040618
-0.99838,0.0071104,0.00149,0.0045477
-0.99821,0.00789,0.0016497,0.0050288
-0.99803,0.0086675,0.0018082,0.0055052
-0.99786,0.009443,0.0019657,0.0059769
-0.99768,0.010216,0.002122,0.006444
-0.99751,0.010988,0.0022771,0.0069065
-0.99733,0.011757,0.0024312,0.0073644
-0.99716,0.012524,0.0025841,0.0078177
-0.99699,0.013289,0.002736,0.0082665
-0.99681,0.014053,0.0028867,0.0087109
-0.99664,0.014814,0.0030364,0.0091508
-0.99647,0.015573,0.003185,0.0095863
-0.9963,0.01633,0.0033325,0.010017
-0.99613,0.017085,0.0034789,0.010444
-0.99596,0.017838,0.0036243,0.010866
-0.99579,0.018589,0.0037686,0.011285
-0.99562,0.019339,0.0039119,0.011698
-0.99545,0.020086,0.0040541,0.012108
-0.99529,0.020831,0.0041953,0.012514
-0.99512,0.021574,0.0043355,0.012915
-0.99495,0.022315,0.0044747,0.013312
-0.99479,0.023054,0.0046128,0.013705
-0.99462,0.023792,0.0047499,0.014094
-0.99446,0.024527,0.004886,0.014479
-0.99429,0.02526,0.0050211,0.01486
-0.99413,0.025992,0.0051553,0.015236
-0.99396,0.026721,0.0052884,0.015609
-0.9938,0.027449,0.0054206,0.015978
-0.99364,0.028174,0.0055518,0.016343
-0.99348,0.028898,0.005682,0.016704
-0.99331,0.02962,0.0058113,0.017062
-0.99315,0.03034,0.0059396,0.017415
-0.99299,0.031058,0.006067,0.017765
-0.99283,0.031774,0.0061934,0.018111
-0.99267,0.032488,0.0063189,0.018453
-0.99251,0.0332,0.0064434,0.018791
-0.99235,0.03391,0.0065671,0.019126
-0.99219,0.034619,0.0066898,0.019457
-0.99203,0.035326,0.0068116,0.019785
-0.99188,0.03603,0.0069325,0.020109
-0.99172,0.036733,0.0070525,0.020429
