-1.0485e-06,-1.0459e-06,-1.0433e-06,-1.0408e-06,-1.0382e-06,-1.0356e-06,-1.0331e-06,-1.0305e-06,-1.0279e-06,-1.0254e-06,-1.0229e-06,-1.0203e-06,-1.0178e-06,-1.0153e-06,-1.0128e-06,-1.0102e-06,-1.0077e-06,-1.0053e-06,-1.0028e-06,-1.0003e-06,-9.978e-07,-9.9533e-07,-9.9286e-07,-9.904e-07,-9.8795e-07,-9.855e-07,-9.8306e-07,-9.8062e-07,-9.7819e-07,-9.7577e-07,-9.7335e-07,-9.7094e-07,-9.6853e-07,-9.6613e-07,-9.6373e-07,-9.6135e-07,-9.5896e-07,-9.5659e-07,-9.5422e-07,-9.5185e-07,-9.4949e-07,-9.4714e-07,-9.4479e-07,-9.4245e-07,-9.4011e-07,-9.3778e-07,-9.3545e-07,-9.3314e-07,-9.3082e-07,-9.2851e-07,-9.2621e-07,-9.2391e-07,-9.2162e-07,-9.1934e-07,-9.1706e-07,-9.1478e-07,-9.1252e-07,-9.1025e-07,-9.0799e-07,-9.0574e-07,-9.035e-07,-9.0126e-07,-8.9902e-07,-8.9679e-07,-8.9457e-07,-8.9235e-07,-8.9013e-07,-8.8792e-07,-8.8572e-07,-8.8352e-07,-8.8133e-07,-8.7915e-07,-8.7696e-07,-8.7479e-07,-8.7262e-07,-8.7045e-07,-8.6829e-07,-8.6614e-07,-8.6399e-07,-8.6184e-07,-8.597e-07,-8.5757e-07,-8.5544e-07,-8.5332e-07,-8.512e-07,-8.4909e-07,-8.4698e-07,-8.4488e-07,-8.4278e-07,-8.4069e-07,-8.386e-07,-8.3652e-07,-8.3444e-07,-8.3237e-07,-8.303e-07,-8.2824e-07,-8.2619e-07,-8.2413e-07,-8.2209e-07,-8.2005e-07,-8.1801e-07
-0.0034838,-0.0034753,-0.0034667,-0.0034581,-0.0034496,-0.0034411,-0.0034326,-0.0034241,-0.0034157,-0.0034073,-0.0033989,-0.0033905,-0.0033821,-0.0033738,-0.0033654,-0.0033571,-0.0033489,-0.0033406,-0.0033324,-0.0033241,-0.0033159,-0.0033077,-0.0032996,-0.0032914,-0.0032833,-0.0032752,-0.0032671,-0.0032591,-0.003251,-0.003243,-0.003235,-0.003227,-0.003219,-0.0032111,-0.0032032,-0.0031953,-0.0031874,-0.0031795,-0.0031716,-0.0031638,-0.003156,-0.0031482,-0.0031404,-0.0031327,-0.0031249,-0.0031172,-0.0031095,-0.0031018,-0.0030942,-0.0030865,-0.0030789,-0.0030713,-0.0030637,-0.0030562,-0.0030486,-0.0030411,-0.0030336,-0.0030261,-0.0030186,-0.0030111,-0.0030037,-0.0029963,-0.0029889,-0.0029815,-0.0029741,-0.0029668,-0.0029594,-0.0029521,-0.0029448,-0.0029376,-0.0029303,-0.002923,-0.0029158,-0.0029086,-0.0029014,-0.0028943,-0.0028871,-0.00288,-0.0028728,-0.0028657,-0.0028587,-0.0028516,-0.0028445,-0.0028375,-0.0028305,-0.0028235,-0.0028165,-0.0028095,-0.0028026,-0.0027957,-0.0027887,-0.0027818,-0.002775,-0.0027681,-0.0027613,-0.0027544,-0.0027476,-0.0027408,-0.002734,-0.0027273,-0.0027205
-0,-1.0485e-06,-1.0459e-06,-1.0433e-06,-1.0408e-06,-1.0382e-06,-1.0356e-06,-1.0331e-06,-1.0305e-06,-1.0279e-06,-1.0254e-06,-1.0229e-06,-1.0203e-06,-1.0178e-06,-1.0153e-06,-1.0128e-06,-1.0102e-06,-1.0077e-06,-1.0053e-06,-1.0028e-06,-1.0003e-06,-9.978e-07,-9.9533e-07,-9.9286e-07,-9.904e-07,-9.8795e-07,-9.855e-07,-9.8306e-07,-9.8062e-07,-9.7819e-07,-9.7577e-07,-9.7335e-07,-9.7094e-07,-9.6853e-07,-9.6613e-07,-9.6373e-07,-9.6135e-07,-9.5896e-07,-9.5659e-07,-9.5422e-07,-9.5185e-07,-9.4949e-07,-9.4714e-07,-9.4479e-07,-9.4245e-07,-9.4011e-07,-9.3778e-07,-9.3545e-07,-9.3314e-07,-9.3082e-07,-9.2851e-07,-9.2621e-07,-9.2391e-07,-9.2162e-07,-9.1934e-07,-9.1706e-07,-9.1478e-07,-9.1252e-07,-9.1025e-07,-9.0799e-07,-9.0574e-07,-9.035e-07,-9.0126e-07,-8.9902e-07,-8.9679e-07,-8.9457e-07,-8.9235e-07,-8.9013e-07,-8.8792e-07,-8.8572e-07,-8.8352e-07,-8.8133e-07,-8.7915e-07,-8.7696e-07,-8.7479e-07,-8.7262e-07,-8.7045e-07,-8.6829e-07,-8.6614e-07,-8.6399e-07,-8.6184e-07,-8.597e-07,-8.5757e-07,-8.5544e-07,-8.5332e-07,-8.512e-07,-8.4909e-07,-8.4698e-07,-8.4488e-07,-8.4278e-07,-8.4069e-07,-8.386e-07,-8.3652e-07,-8.3444e-07,-8.3237e-07,-8.303e-07,-8.2824e-07,-8.2619e-07,-8.2413e-07,-8.2209e-07,-8.2005e-07
-0,-0.0034838,-0.0034753,-0.0034667,-0.0034581,-0.0034496,-0.0034411,-0.0034326,-0.0034241,-0.0034157,-0.0034073,-0.0033989,-0.0033905,-0.0033821,-0.0033738,-0.0033654,-0.0033571,-0.0033489,-0.0033406,-0.0033324,-0.0033241,-0.0033159,-0.0033077,-0.0032996,-0.0032914,-0.0032833,-0.0032752,-0.0032671,-0.0032591,-0.003251,-0.003243,-0.003235,-0.003227,-0.003219,-0.0032111,-0.0032032,-0.0031953,-0.0031874,-0.0031795,-0.0031716,-0.0031638,-0.003156,-0.0031482,-0.0031404,-0.0031327,-0.0031249,-0.0031172,-0.0031095,-0.0031018,-0.0030942,-0.0030865,-0.0030789,-0.0030713,-0.0030637,-0.0030562,-0.0030486,-0.0030411,-0.0030336,-0.0030261,-0.0030186,-0.0030111,-0.0030037,-0.0029963,-0.0029889,-0.0029815,-0.0029741,-0.0029668,-0.0029594,-0.0029521,-0.0029448,-0.0029376,-0.0029303,-0.002923,-0.0029158,-0.0029086,-0.0029014,-0.0028943,-0.0028871,-0.00288,-0.0028728,-0.0028657,-0.0028587,-0.0028516,-0.0028445,-0.0028375,-0.0028305,-0.0028235,-0.0028165,-0.0028095,-0.0028026,-0.0027957,-0.0027887,-0.0027818,-0.002775,-0.0027681,-0.0027613,-0.0027544,-0.0027476,-0.0027408,-0.002734,-0.0027273
-0,-0,-1.0485e-06,-1.0459e-06,-1.0433e-06,-1.0408e-06,-1.0382e-06,-1.0356e-06,-1.0331e-06,-1.0305e-06,-1.0279e-06,-1.0254e-06,-1.0229e-06,-1.0203e-06,-1.0178e-06,-1.0153e-06,-1.0128e-06,-1.0102e-06,-1.0077e-06,-1.0053e-06,-1.0028e-06,-1.0003e-06,-9.978e-07,-9.9533e-07,-9.9286e-07,-9.904e-07,-9.8795e-07,-9.855e-07,-9.8306e-07,-9.8062e-07,-9.7819e-07,-9.7577e-07,-9.7335e-07,-9.7094e-07,-9.6853e-07,-9.6613e-07,-9.6373e-07,-9.6135e-07,-9.5896e-07,-9.5659e-07,-9.5422e-07,-9.5185e-07,-9.4949e-07,-9.4714e-07,-9.4479e-07,-9.4245e-07,-9.4011e-07,-9.3778e-07,-9.3545e-07,-9.3314e-07,-9.3082e-07,-9.2851e-07,-9.2621e-07,-9.2391e-07,-9.2162e-07,-9.1934e-07,-9.1706e-07,-9.1478e-07,-9.1252e-07,-9.1025e-07,-9.0799e-07,-9.0574e-07,-9.035e-07,-9.0126e-07,-8.9902e-07,-8.9679e-07,-8.9457e-07,-8.9235e-07,-8.9013e-07,-8.8792e-07,-8.8572e-07,-8.8352e-07,-8.8133e-07,-8.7915e-07,-8.7696e-07,-8.7479e-07,-8.7262e-07,-8.7045e-07,-8.6829e-07,-8.6614e-07,-8.6399e-07,-8.6184e-07,-8.597e-07,-8.5757e-07,-8.5544e-07,-8.5332e-07,-8.512e-07,-8.4909e-07,-8.4698e-07,-8.4488e-07,-8.4278e-07,-8.4069e-07,-8.386e-07,-8.3652e-07,-8.3444e-07,-8.3237e-07,-8.303e-07,-8.2824e-07,-8.2619e-07,-8.2413e-07,-8.2209e-07
-0,-0,-0.0034838,-0.0034753,-0.0034667,-0.0034581,-0.0034496,-0.0034411,-0.0034326,-0.0034241,-0.0034157,-0.0034073,-0.0033989,-0.0033905,-0.0033821,-0.0033738,-0.0033654,-0.0033571,-0.0033489,-0.0033406,-0.0033324,-0.0033241,-0.0033159,-0.0033077,-0.0032996,-0.0032914,-0.0032833,-0.0032752,-0.0032671,-0.0032591,-0.003251,-0.003243,-0.003235,-0.003227,-0.003219,-0.0032111,-0.0032032,-0.0031953,-0.0031874,-0.0031795,-0.0031716,-0.0031638,-0.003156,-0.0031482,-0.0031404,-0.0031327,-0.0031249,-0.0031172,-0.0031095,-0.0031018,-0.0030942,-0.0030865,-0.0030789,-0.0030713,-0.0030637,-0.0030562,-0.0030486,-0.0030411,-0.0030336,-0.0030261,-0.0030186,-0.0030111,-0.0030037,-0.0029963,-0.0029889,-0.0029815,-0.0029741,-0.0029668,-0.0029594,-0.0029521,-0.0029448,-0.0029376,-0.0029303,-0.002923,-0.0029158,-0.0029086,-0.0029014,-0.0028943,-0.0028871,-0.00288,-0.0028728,-0.0028657,-0.0028587,-0.0028516,-0.0028445,-0.0028375,-0.0028305,-0.0028235,-0.0028165,-0.0028095,-0.0028026,-0.0027957,-0.0027887,-0.0027818,-0.002775,-0.0027681,-0.0027613,-0.0027544,-0.0027476,-0.0027408,-0.002734
-0,-0,-0,-1.0485e-06,-1.0459e-06,-1.0433e-06,-1.0408e-06,-1.0382e-06,-1.0356e-06,-1.0331e-06,-1.0305e-06,-1.0279e-06,-1.0254e-06,-1.0229e-06,-1.0203e-06,-1.0178e-06,-1.0153e-06,-1.0128e-06,-1.0102e-06,-1.0077e-06,-1.0053e-06,-1.0028e-06,-1.0003e-06,-9.978e-07,-9.9533e-07,-9.9286e-07,-9.904e-07,-9.8795e-07,-9.855e-07,-9.8306e-07,-9.8062e-07,-9.7819e-07,-9.7577e-07,-9.7335e-07,-9.7094e-07,-9.6853e-07,-9.6613e-07,-9.6373e-07,-9.6135e-07,-9.5896e-07,-9.5659e-07,-9.5422e-07,-9.5185e-07,-9.4949e-07,-9.4714e-07,-9.4479e-07,-9.4245e-07,-9.4011e-07,-9.3778e-07,-9.3545e-07,-9.3314e-07,-9.3082e-07,-9.2851e-07,-9.2621e-07,-9.2391e-07,-9.2162e-07,-9.1934e-07,-9.1706e-07,-9.1478e-07,-9.1252e-07,-9.1025e-07,-9.0799e-07,-9.0574e-07,-9.035e-07,-9.0126e-07,-8.9902e-07,-8.9679e-07,-8.9457e-07,-8.9235e-07,-8.9013e-07,-8.8792e-07,-8.8572e-07,-8.8352e-07,-8.8133e-07,-8.7915e-07,-8.7696e-07,-8.7479e-07,-8.7262e-07,-8.7045e-07,-8.6829e-07,-8.6614e-07,-8.6399e-07,-8.6184e-07,-8.597e-07,-8.5757e-07,-8.5544e-07,-8.5332e-07,-8.512e-07,-8.4909e-07,-8.4698e-07,-8.4488e-07,-8.4278e-07,-8.4069e-07,-8.386e-07,-8.3652e-07,-8.3444e-07,-8.3237e-07,-8.303e-07,-8.2824e-07,-8.2619e-07,-8.2413e-07
-0,-0,-0,-0.0034838,-0.0034753,-0.0034667,-0.0034581,-0.0034496,-0.0034411,-0.0034326,-0.0034241,-0.0034157,-0.0034073,-0.0033989,-0.0033905,-0.0033821,-0.0033738,-0.0033654,-0.0033571,-0.0033489,-0.0033406,-0.0033324,-0.0033241,-0.0033159,-0.0033077,-0.0032996,-0.0032914,-0.0032833,-0.0032752,-0.0032671,-0.0032591,-0.003251,-0.003243,-0.003235,-0.003227,-0.003219,-0.0032111,-0.0032032,-0.0031953,-0.0031874,-0.0031795,-0.0031716,-0.0031638,-0.003156,-0.0031482,-0.0031404,-0.0031327,-0.0031249,-0.0031172,-0.0031095,-0.0031018,-0.0030942,-0.0030865,-0.0030789,-0.0030713,-0.0030637,-0.0030562,-0.0030486,-0.0030411,-0.0030336,-0.0030261,-0.0030186,-0.0030111,-0.0030037,-0.0029963,-0.0029889,-0.0029815,-0.0029741,-0.0029668,-0.0029594,-0.0029521,-0.0029448,-0.0029376,-0.0029303,-0.002923,-0.0029158,-0.0029086,-0.0029014,-0.0028943,-0.0028871,-0.00288,-0.0028728,-0.0028657,-0.0028587,-0.0028516,-0.0028445,-0.0028375,-0.0028305,-0.0028235,-0.0028165,-0.0028095,-0.0028026,-0.0027957,-0.0027887,-0.0027818,-0.002775,-0.0027681,-0.0027613,-0.0027544,-0.0027476,-0.0027408
-0,-0,-0,-0,-1.0485e-06,-1.0459e-06,-1.0433e-06,-1.0408e-06,-1.0382e-06,-1.0356e-06,-1.0331e-06,-1.0305e-06,-1.0279e-06,-1.0254e-06,-1.0229e-06,-1.0203e-06,-1.0178e-06,-1.0153e-06,-1.0128e-06,-1.0102e-06,-1.0077e-06,-1.0053e-06,-1.0028e-06,-1.0003e-06,-9.978e-07,-9.9533e-07,-9.9286e-07,-9.904e-07,-9.8795e-07,-9.855e-07,-9.8306e-07,-9.8062e-07,-9.7819e-07,-9.7577e-07,-9.7335e-07,-9.7094e-07,-9.6853e-07,-9.6613e-07,-9.6373e-07,-9.6135e-07,-9.5896e-07,-9.5659e-07,-9.5422e-07,-9.5185e-07,-9.4949e-07,-9.4714e-07,-9.4479e-07,-9.4245e-07,-9.4011e-07,-9.3778e-07,-9.3545e-07,-9.3314e-07,-9.3082e-07,-9.2851e-07,-9.2621e-07,-9.2391e-07,-9.2162e-07,-9.1934e-07,-9.1706e-07,-9.1478e-07,-9.1252e-07,-9.1025e-07,-9.0799e-07,-9.0574e-07,-9.035e-07,-9.0126e-07,-8.9902e-07,-8.9679e-07,-8.9457e-07,-8.9235e-07,-8.9013e-07,-8.8792e-07,-8.8572e-07,-8.8352e-07,-8.8133e-07,-8.7915e-07,-8.7696e-07,-8.7479e-07,-8.7262e-07,-8.7045e-07,-8.6829e-07,-8.6614e-07,-8.6399e-07,-8.6184e-07,-8.597e-07,-8.5757e-07,-8.5544e-07,-8.5332e-07,-8.512e-07,-8.4909e-07,-8.4698e-07,-8.4488e-07,-8.4278e-07,-8.4069e-07,-8.386e-07,-8.3652e-07,-8.3444e-07,-8.3237e-07,-8.303e-07,-8.2824e-07,-8.2619e-07
-0,-0,-0,-0,-0.0034838,-0.0034753,-0.0034667,-0.0034581,-0.0034496,-0.0034411,-0.0034326,-0.0034241,-0.0034157,-0.0034073,-0.0033989,-0.0033905,-0.0033821,-0.0033738,-0.0033654,-0.0033571,-0.0033489,-0.0033406,-0.0033324,-0.0033241,-0.0033159,-0.0033077,-0.0032996,-0.0032914,-0.0032833,-0.0032752,-0.0032671,-0.0032591,-0.003251,-0.003243,-0.003235,-0.003227,-0.003219,-0.0032111,-0.0032032,-0.0031953,-0.0031874,-0.0031795,-0.0031716,-0.0031638,-0.003156,-0.0031482,-0.0031404,-0.0031327,-0.0031249,-0.0031172,-0.0031095,-0.0031018,-0.0030942,-0.0030865,-0.0030789,-0.0030713,-0.0030637,-0.0030562,-0.0030486,-0.0030411,-0.0030336,-0.0030261,-0.0030186,-0.0030111,-0.0030037,-0.0029963,-0.0029889,-0.0029815,-0.0029741,-0.0029668,-0.0029594,-0.0029521,-0.0029448,-0.0029376,-0.0029303,-0.002923,-0.0029158,-0.0029086,-0.0029014,-0.0028943,-0.0028871,-0.00288,-0.0028728,-0.0028657,-0.0028587,-0.0028516,-0.0028445,-0.0028375,-0.0028305,-0.0028235,-0.0028165,-0.0028095,-0.0028026,-0.0027957,-0.0027887,-0.0027818,-0.002775,-0.0027681,-0.0027613,-0.0027544,-0.0027476
